File,MUESTRA_0_10_18.csv,
Date/Time,23-02-17/16:00,

Center Wavelength,1471.1,nm
Span Wavelength,557.6,nm
Start Wavelength,1192.3,nm
Stop Wavelength,1749.9,nm
Value In Air/Vacuum,Vacuum,
Optical Attenuater,Off,
Resolution,0.5,nm
Actual Resolution,0.494,nm
VBW,2000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,2001,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,

Trace,A
Start,1192.3,nm
Stop,1749.9,nm
1192.300000,1.6410E-007
1192.578800,1.6570E-007
1192.857600,2.2360E-007
1193.136400,2.3360E-007
1193.415200,1.2480E-007
1193.694000,1.9220E-007
1193.972800,1.4760E-007
1194.251600,2.0950E-007
1194.530400,1.5720E-007
1194.809200,2.0110E-007
1195.088000,1.5010E-007
1195.366800,2.0160E-007
1195.645600,2.1690E-007
1195.924400,1.1660E-007
1196.203200,1.8620E-007
1196.482000,1.5910E-007
1196.760800,1.6340E-007
1197.039600,1.8790E-007
1197.318400,1.9740E-007
1197.597200,1.4050E-007
1197.876000,1.8970E-007
1198.154800,1.3110E-007
1198.433600,2.3660E-007
1198.712400,1.6460E-007
1198.991200,1.8190E-007
1199.270000,1.3640E-007
1199.548800,1.7510E-007
1199.827600,1.9390E-007
1200.106400,1.8740E-007
1200.385200,1.7130E-007
1200.664000,2.0730E-007
1200.942800,1.6960E-007
1201.221600,1.7240E-007
1201.500400,1.8660E-007
1201.779200,1.7370E-007
1202.058000,1.9950E-007
1202.336800,1.3560E-007
1202.615600,1.5140E-007
1202.894400,1.7680E-007
1203.173200,1.6850E-007
1203.452000,1.8650E-007
1203.730800,1.5800E-007
1204.009600,1.5340E-007
1204.288400,1.7890E-007
1204.567200,1.6070E-007
1204.846000,1.9120E-007
1205.124800,1.5180E-007
1205.403600,2.1160E-007
1205.682400,1.3770E-007
1205.961200,1.6300E-007
1206.240000,1.7580E-007
1206.518800,1.9950E-007
1206.797600,1.8190E-007
1207.076400,1.7130E-007
1207.355200,1.9210E-007
1207.634000,1.9630E-007
1207.912800,2.1180E-007
1208.191600,1.6100E-007
1208.470400,1.5220E-007
1208.749200,1.7070E-007
1209.028000,1.6370E-007
1209.306800,1.5010E-007
1209.585600,1.6410E-007
1209.864400,1.7340E-007
1210.143200,1.2270E-007
1210.422000,1.6440E-007
1210.700800,2.2440E-007
1210.979600,1.7610E-007
1211.258400,1.7450E-007
1211.537200,1.5070E-007
1211.816000,2.2260E-007
1212.094800,1.4310E-007
1212.373600,1.8510E-007
1212.652400,1.9880E-007
1212.931200,1.5670E-007
1213.210000,1.5540E-007
1213.488800,2.2150E-007
1213.767600,1.9780E-007
1214.046400,1.6770E-007
1214.325200,1.7850E-007
1214.604000,1.9000E-007
1214.882800,1.5220E-007
1215.161600,1.9900E-007
1215.440400,1.3980E-007
1215.719200,2.4800E-007
1215.998000,1.9580E-007
1216.276800,1.3380E-007
1216.555600,1.6450E-007
1216.834400,1.6190E-007
1217.113200,1.9570E-007
1217.392000,1.5550E-007
1217.670800,1.9570E-007
1217.949600,1.3330E-007
1218.228400,1.6870E-007
1218.507200,1.7240E-007
1218.786000,1.6290E-007
1219.064800,1.8880E-007
1219.343600,1.8320E-007
1219.622400,1.5580E-007
1219.901200,1.2340E-007
1220.180000,1.3920E-007
1220.458800,1.6950E-007
1220.737600,1.8420E-007
1221.016400,1.8910E-007
1221.295200,1.8010E-007
1221.574000,1.5430E-007
1221.852800,1.4900E-007
1222.131600,2.0200E-007
1222.410400,1.6140E-007
1222.689200,2.2170E-007
1222.968000,1.7560E-007
1223.246800,1.6860E-007
1223.525600,1.4080E-007
1223.804400,1.9230E-007
1224.083200,2.0180E-007
1224.362000,1.8170E-007
1224.640800,1.5130E-007
1224.919600,1.3360E-007
1225.198400,1.9440E-007
1225.477200,1.6390E-007
1225.756000,1.7290E-007
1226.034800,1.5220E-007
1226.313600,1.7040E-007
1226.592400,1.4740E-007
1226.871200,1.6690E-007
1227.150000,1.9430E-007
1227.428800,1.9940E-007
1227.707600,1.2930E-007
1227.986400,1.8970E-007
1228.265200,1.6070E-007
1228.544000,1.9580E-007
1228.822800,2.0870E-007
1229.101600,1.6490E-007
1229.380400,1.7440E-007
1229.659200,1.6240E-007
1229.938000,1.4140E-007
1230.216800,1.7120E-007
1230.495600,1.3680E-007
1230.774400,1.4630E-007
1231.053200,1.9390E-007
1231.332000,1.9510E-007
1231.610800,1.5550E-007
1231.889600,1.9630E-007
1232.168400,1.3810E-007
1232.447200,1.7250E-007
1232.726000,2.0810E-007
1233.004800,1.4200E-007
1233.283600,1.7360E-007
1233.562400,1.7730E-007
1233.841200,1.6170E-007
1234.120000,1.6770E-007
1234.398800,1.4960E-007
1234.677600,1.8320E-007
1234.956400,2.0300E-007
1235.235200,1.3800E-007
